Player,Nation,Position,Age,Matches Played,Minutes,Goals,Assists,Penalty Goals Made,Yellow Cards,Red Cards,Progressive Carries,Progressive Passes,Goals Per 90,Assists Per 90,xG Per 90,xAG Per 90,High_Performer
Ylber Ramadani,ALB,MT,28,29,313.0,1,1,0,4,0,9,60,0.05,0.05,0.03,0.06,1
Balthazar Pierret,FRA,MT,24,30,313.0,0,0,0,2,0,13,82,0.0,0.0,0.01,0.02,0
Gaby Jean,FRA,DF,24,19,313.0,0,0,0,0,0,8,42,0.0,0.0,0.01,0.01,0
Hamza Rafia,TUN,MT,25,18,313.0,0,0,0,4,0,13,51,0.0,0.0,0.04,0.12,0
Þórir Jóhann Helgason,ISL,MT,23,21,313.0,0,4,0,0,0,20,38,0.0,0.31,0.09,0.09,0
Medon Berisha,ALB,MT,20,17,716.0,0,1,0,5,0,13,42,0.0,0.13,0.09,0.07,0
Jesper Karlsson,SWE,AT,26,13,495.0,1,0,1,2,0,11,12,0.18,0.0,0.26,0.12,1
Remi Oudin,FRA,"MT,AT",27,11,299.0,0,0,0,1,0,2,13,0.0,0.0,0.04,0.18,0
Mohamed Kaba,FRA,MT,22,15,452.0,0,0,0,1,0,3,18,0.0,0.0,0.07,0.01,0
Danilo Veiga,POR,DF,21,13,374.0,0,0,0,0,0,10,10,0.0,0.0,0.15,0.06,0
Valentin Gendrey,FRA,DF,24,2,180.0,0,0,0,0,0,7,5,0.0,0.0,0.09,0.05,0
Andy Pelmard,FRA,DF,24,3,129.0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0
Tiago Gabriel,POR,DF,19,2,96.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0
Marco Sala,ITA,DF,25,2,72.0,0,0,0,0,0,5,6,0.0,0.0,0.0,0.46,0
Kevin Bonifazi,ITA,DF,28,3,65.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0
Nicola Sansone,ITA,"MT,AT",32,5,65.0,0,0,0,1,0,0,1,0.0,0.0,0.3,0.06,0
Rareș-Cătălin Burnete,ROU,AT,20,4,28.0,0,0,0,0,0,0,0,0.0,0.0,0.25,0.0,0
Filip Marchwiński,POL,MT,22,1,15.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Devis Vásquez,COL,GB,26,32,313.0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0
Mattia Viti,ITA,DF,22,30,313.0,1,0,0,3,0,17,86,0.03,0.0,0.03,0.01,1
Saba Goglichidze,GEO,DF,20,33,313.0,0,1,0,3,1,12,45,0.0,0.04,0.01,0.01,0
Ardian Ismajli,ALB,DF,27,29,313.0,0,0,0,3,0,3,38,0.0,0.0,0.01,0.0,0
Liam Henderson,SCO,MT,28,36,313.0,0,4,0,10,0,18,108,0.0,0.15,0.03,0.15,0
Alberto Grassi,ITA,MT,29,28,313.0,1,0,0,8,0,18,74,0.04,0.0,0.04,0.03,1
Liberato Cacace,NZL,"MT,DF",23,33,313.0,2,4,0,6,0,53,70,0.08,0.16,0.11,0.07,1
Youssef Maleh,MAR,MT,25,22,313.0,0,1,0,5,1,10,72,0.0,0.06,0.05,0.05,0
Jacopo Fazzini,ITA,MT,21,20,313.0,4,1,0,1,1,34,49,0.26,0.07,0.2,0.03,1
Faustino Anjorin,ENG,MT,22,22,313.0,2,3,0,3,0,28,55,0.16,0.24,0.07,0.13,1
Luca Marianucci,ITA,DF,20,18,313.0,0,0,0,0,1,12,28,0.0,0.0,0.05,0.02,0
Ola Solbakken,NOR,"MT,AT",25,21,760.0,0,0,0,2,0,18,20,0.0,0.0,0.09,0.05,0
Mattia De Sciglio,ITA,DF,31,16,769.0,1,0,0,0,0,4,18,0.12,0.0,0.07,0.02,1
Marco Silvestri,ITA,GB,33,5,450.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Pietro Pellegri,ITA,AT,23,11,414.0,3,0,0,2,0,12,8,0.65,0.0,0.06,0.12,1
Nicolas Haas,SUI,MT,28,10,287.0,0,0,0,1,0,2,9,0.0,0.0,0.0,0.02,0
Sebastian Walukiewicz,POL,DF,24,2,180.0,0,0,0,0,0,2,8,0.0,0.0,0.0,0.04,0
Jacopo Seghetti,ITA,GB,19,1,90.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Emmanuel Ekong,SWE,"MT,AT",22,15,186.0,0,0,0,1,0,8,5,0.0,0.0,0.05,0.05,0
Szymon Żurkowski,POL,MT,26,5,106.0,0,0,0,0,0,1,1,0.0,0.0,0.07,0.0,0
Viktor Kovalenko,UKR,MT,28,6,77.0,0,0,0,0,0,1,4,0.0,0.0,0.12,0.0,0
Jacopo Bacci,ITA,MT,19,3,31.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0
Thomas Campaniello,ITA,AT,16,3,25.0,0,0,0,0,0,0,0,0.0,0.0,1.83,0.0,0
Francesco Caputo,ITA,AT,36,1,6.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Petar Stojanović,SVN,MT,28,1,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Lorenzo Tosto,ITA,DF,18,1,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Jay Idzes,IDN,DF,24,35,313.0,1,0,0,5,0,15,84,0.03,0.0,0.05,0.02,1
Hans Nicolussi Caviglia,ITA,MT,24,35,313.0,4,2,0,7,1,20,140,0.13,0.06,0.07,0.07,1
Gianluca Busio,USA,MT,22,33,313.0,2,0,0,4,0,60,95,0.07,0.0,0.09,0.06,1
Joel Pohjanpalo,FIN,AT,29,20,313.0,6,0,3,1,0,9,29,0.34,0.0,0.42,0.09,1
Francesco Zampano,ITA,DF,30,24,313.0,1,2,0,5,0,42,41,0.05,0.11,0.05,0.04,1
Fali Candé,GNB,DF,26,17,313.0,1,1,0,4,0,5,47,0.06,0.06,0.07,0.03,1
Alessio Zerbin,ITA,DF,25,18,313.0,1,1,0,4,0,53,54,0.06,0.06,0.11,0.12,1
Filip Stankovic,SRB,GB,22,16,313.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0
Ionuț Radu,ROU,GB,27,15,313.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0
Michael Svoboda,AUT,DF,25,16,313.0,1,0,0,1,0,13,43,0.07,0.0,0.01,0.04,1
Ridgeciano Haps,SUR,DF,31,25,313.0,1,1,0,3,0,26,52,0.07,0.07,0.08,0.05,1
Kike Pérez,ESP,MT,27,16,313.0,1,0,0,4,0,18,60,0.08,0.0,0.07,0.1,1
Joël Schingtienne,BEL,DF,21,16,313.0,0,0,0,2,0,5,28,0.0,0.0,0.0,0.01,0
Marin Šverko,CRO,DF,26,16,313.0,1,0,0,3,0,8,38,0.08,0.0,0.03,0.03,1
Antonio Candela,ITA,DF,24,14,313.0,0,1,0,2,0,12,27,0.0,0.09,0.03,0.07,0
Alfred Duncan,GHA,MT,31,16,957.0,0,0,0,2,0,11,53,0.0,0.0,0.07,0.1,0
Issa Doumbia,CIV,MT,20,24,939.0,0,0,0,0,0,12,22,0.0,0.0,0.1,0.01,0
Giorgio Altare,ITA,DF,25,12,753.0,0,0,0,2,0,4,20,0.0,0.0,0.02,0.02,0
Jesse Joronen,FIN,GB,31,8,703.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Magnus Kofod Andersen,DEN,MT,25,14,695.0,1,1,0,1,0,7,24,0.13,0.13,0.04,0.06,1
Christian Gytkjær,DEN,AT,34,29,754.0,2,1,1,0,0,3,5,0.24,0.12,0.29,0.06,1
Daniel Fila,CZE,AT,21,10,492.0,2,0,0,3,1,5,8,0.37,0.0,0.26,0.06,1
Alessandro Marcandalli,ITA,DF,21,8,354.0,0,0,0,2,0,2,10,0.0,0.0,0.07,0.0,0
Mirko Marić,CRO,AT,29,10,356.0,0,0,0,0,0,4,9,0.0,0.0,0.15,0.01,0
Franco Carboni,ITA,DF,21,8,226.0,0,0,0,2,0,2,6,0.0,0.0,0.0,0.03,0
Richie Sagrado,BEL,DF,20,3,140.0,0,0,0,1,0,0,2,0.0,0.0,0.03,0.0,0
Cheick Oumar Conde,GUI,MT,24,9,151.0,0,0,0,2,0,2,8,0.0,0.0,0.01,0.01,0
Domen Črnigoj,SVN,MT,28,8,136.0,0,0,0,0,0,4,4,0.0,0.0,0.07,0.0,0
Nicholas Pierini,ITA,MT,25,2,83.0,0,0,0,0,0,1,2,0.0,0.0,0.04,0.1,0
Saad El Haddad,MAR,MT,19,3,30.0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.07,0
Giorgos Kyriakopoulos,GRE,DF,28,34,313.0,2,4,0,5,0,67,97,0.06,0.13,0.03,0.1,1
Pedro Pereira,POR,DF,26,35,313.0,1,3,0,10,0,52,66,0.03,0.1,0.04,0.05,1
Stefano Turati,ITA,GB,22,30,313.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0
Alessandro Bianco,ITA,MT,21,34,313.0,1,0,0,9,0,35,125,0.03,0.0,0.04,0.04,1
Armando Izzo,ITA,DF,32,30,313.0,1,1,0,12,0,12,72,0.04,0.04,0.02,0.03,1
Andrea Carboni,ITA,DF,23,26,313.0,0,1,0,5,0,9,51,0.0,0.04,0.01,0.01,0
Pablo Marí,ESP,DF,30,19,313.0,0,0,0,4,1,5,58,0.0,0.0,0.01,0.01,0
Warren Bondo,FRA,MT,20,20,313.0,0,0,0,5,1,25,39,0.0,0.0,0.02,0.02,0
Gianluca Caprari,ITA,"MT,AT",31,34,313.0,3,2,2,3,0,43,81,0.16,0.11,0.23,0.13,1
Daniel Maldini,ITA,"MT,AT",22,20,313.0,3,0,0,5,0,41,34,0.21,0.0,0.33,0.06,1
Milan Đurić,BIH,AT,34,18,313.0,4,1,0,3,0,2,21,0.28,0.07,0.21,0.08,1
Patrick Ciurria,ITA,"MT,DF",29,21,313.0,1,1,0,1,0,19,27,0.08,0.08,0.07,0.18,1
Danilo D'Ambrosio,ITA,DF,35,20,313.0,0,1,0,2,1,10,34,0.0,0.08,0.04,0.03,0
Jean-Daniel Akpa-Akpro,CIV,MT,31,14,966.0,0,0,0,4,0,21,19,0.0,0.0,0.03,0.02,0
Luca Caldirola,ITA,DF,33,14,876.0,0,0,0,5,0,5,22,0.0,0.0,0.03,0.01,0
Matteo Pessina,ITA,MT,27,11,854.0,0,0,0,2,0,8,28,0.0,0.0,0.02,0.01,0
Semuel Pizzignacco,ITA,GB,22,9,736.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Keita Baldé,SEN,AT,29,11,638.0,2,0,0,2,0,19,35,0.28,0.0,0.15,0.02,1
Gaetano Castrovilli,ITA,MT,27,12,596.0,0,0,0,0,0,10,24,0.0,0.0,0.05,0.06,0
Kacper Urbanski,POL,MT,19,8,500.0,0,0,0,1,0,10,41,0.0,0.0,0.03,0.03,0
Tomás Palacios,ARG,DF,21,8,446.0,0,0,0,2,0,3,21,0.0,0.0,0.01,0.0,0
Kevin Zeroli,ITA,MT,19,8,395.0,0,1,0,0,0,2,5,0.0,0.23,0.17,0.11,0
Silvère Ganvoula M'Boussy,CGO,AT,28,7,326.0,0,0,0,0,0,3,4,0.0,0.0,0.1,0.06,0
Samuele Vignato,ITA,MT,20,17,470.0,0,0,0,0,0,5,17,0.0,0.0,0.06,0.01,0
Stefan Lekovic,SRB,DF,20,7,367.0,0,0,0,0,0,4,15,0.0,0.0,0.03,0.0,0
Arvid Brorsson,SWE,DF,25,6,362.0,0,0,0,0,0,1,9,0.0,0.0,0.0,0.0,0
Andrea Petagna,ITA,AT,29,13,335.0,0,0,0,1,0,2,1,0.0,0.0,0.05,0.01,0
Stefano Sensi,ITA,MT,28,12,274.0,1,0,1,0,0,4,38,0.33,0.0,0.31,0.07,1
Omari Forson,ENG,"MT,AT",20,9,223.0,0,0,0,0,0,14,10,0.0,0.0,0.09,0.21,0
Kevin Martins,ITA,"MT,DF",19,9,183.0,0,1,0,1,0,3,6,0.0,0.49,0.0,0.19,0
Roberto Gagliardini,ITA,"MT,DF",30,8,180.0,0,0,0,1,0,5,11,0.0,0.0,0.0,0.09,0
Mattia Valoti,ITA,MT,30,5,40.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0
Gerónimo Rulli,ARG,GB,32,34,313.0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0
Pierre Højbjerg,DEN,MT,28,30,313.0,2,4,0,5,0,36,263,0.07,0.14,0.11,0.13,1
Adrien Rabiot,FRA,MT,29,29,313.0,9,4,0,4,0,79,168,0.33,0.14,0.26,0.14,1
Michael Amir Murillo,PAN,DF,28,30,313.0,1,3,0,3,0,43,140,0.04,0.11,0.06,0.12,1
Leonardo Balerdi,ARG,DF,25,27,313.0,0,0,0,9,1,13,105,0.0,0.0,0.04,0.03,0
Quentin Merlin,FRA,DF,22,27,313.0,1,3,0,1,0,40,86,0.06,0.17,0.12,0.17,1
Valentin Rongier,FRA,"MT,DF",29,25,313.0,3,1,0,5,0,25,110,0.17,0.06,0.06,0.06,1
Derek Cornelius,CAN,DF,26,21,313.0,0,0,0,9,2,10,68,0.0,0.0,0.06,0.01,0
Neal Maupay,FRA,AT,27,22,313.0,4,4,0,3,1,12,37,0.35,0.35,0.36,0.19,1
Ulisses Garcia,SUI,DF,28,20,930.0,2,2,0,2,0,23,53,0.19,0.19,0.15,0.14,1
Lilian Brassier,FRA,DF,24,12,779.0,0,0,0,3,0,11,40,0.0,0.0,0.03,0.0,0
Ismaël Bennacer,ALG,MT,26,12,646.0,0,2,0,2,0,14,72,0.0,0.28,0.01,0.25,0
Amine Harit,MAR,MT,27,13,519.0,2,4,0,1,1,13,35,0.35,0.69,0.14,0.42,1
Elye Wahi,FRA,AT,21,13,574.0,3,1,1,1,0,7,7,0.47,0.16,0.94,0.07,1
Pol Lirola,ESP,DF,26,19,680.0,1,2,0,1,1,12,21,0.13,0.26,0.08,0.09,1
Bilal Nadir,MAR,MT,20,15,383.0,1,0,0,2,0,18,18,0.23,0.0,0.14,0.1,1
Ismaël Koné,CAN,"MT,AT",22,8,360.0,0,0,0,0,0,2,10,0.0,0.0,0.07,0.09,0
Amar Dedić,BIH,DF,21,10,314.0,0,1,0,1,0,21,16,0.0,0.29,0.26,0.25,0
Luiz Felipe,ITA,DF,27,4,122.0,0,0,0,1,0,0,4,0.0,0.0,0.0,0.0,0
Valentin Carboni,ARG,"MT,AT",19,4,103.0,0,0,0,1,0,4,4,0.0,0.0,0.04,0.1,0
Robinio Vaz,FRA,AT,17,2,75.0,0,0,0,1,0,3,0,0.0,0.0,0.61,0.0,0
Bamo Meïté,CIV,DF,22,3,26.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Emmanuel Koum Mbondo,FRA,DF,18,1,12.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Faris Pemi Moumbagna,CMR,AT,24,1,8.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Keyliane Abdallah,FRA,AT,18,1,3.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0
Thilo Kehrer,GER,DF,27,27,313.0,4,0,0,1,0,16,139,0.15,0.0,0.06,0.01,1
Takumi Minamino,JPN,"MT,AT",29,31,313.0,6,3,0,4,0,51,114,0.24,0.12,0.36,0.26,1
Lamine Camara,SEN,MT,20,29,313.0,2,7,0,10,1,25,141,0.09,0.31,0.1,0.19,1
Denis Zakaria,SUI,MT,27,26,313.0,6,4,2,5,0,27,113,0.25,0.17,0.22,0.06,1
Wilfried Singo,CIV,DF,23,27,313.0,1,2,0,4,0,35,118,0.04,0.09,0.08,0.06,1
Vanderson,BRA,DF,23,29,313.0,1,3,0,6,1,57,102,0.04,0.13,0.1,0.14,1
Eliesse Ben Seghir,MAR,"MT,AT",19,33,313.0,6,3,2,0,0,85,122,0.31,0.15,0.29,0.27,1
Philipp Köhn,SUI,GB,26,19,313.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0
Christian Mawissa,FRA,DF,19,22,313.0,0,0,0,3,0,13,44,0.0,0.0,0.0,0.0,0
Mika Biereth,DEN,AT,21,16,313.0,13,2,1,0,0,14,24,0.95,0.15,0.83,0.33,1
Radosław Majecki,POL,GB,24,15,313.0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0
Aleksandr Golovin,RUS,"MT,AT",28,19,313.0,3,0,0,1,0,39,112,0.23,0.0,0.18,0.19,1
Soungoutou Magassa,FRA,MT,20,21,313.0,0,1,0,5,1,6,63,0.0,0.09,0.04,0.08,0
Mohammed Salisu,GHA,DF,25,15,313.0,1,0,0,2,0,8,68,0.09,0.0,0.07,0.0,1
Jordan Teze,NED,DF,24,16,569.0,1,0,0,2,1,9,31,0.16,0.0,0.19,0.24,1
Folarin Balogun,USA,AT,23,13,615.0,4,0,0,0,0,21,9,0.59,0.0,0.7,0.13,1
George Ilenikhena,NGA,AT,17,23,717.0,3,2,0,0,0,8,10,0.38,0.25,0.64,0.18,1
Almoatasem Al Musrati,LBY,MT,28,10,386.0,1,1,0,0,0,2,41,0.23,0.23,0.11,0.1,1
Ismail Jakobs,SEN,DF,24,2,180.0,0,0,0,0,0,9,6,0.0,0.0,0.0,0.11,0
Saïmon Bouabré,FRA,"MT,AT",18,3,97.0,0,0,0,0,0,3,2,0.0,0.0,0.0,0.0,0
Eliot Matazo,BEL,MT,22,3,68.0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.08,0
Mamadou Coulibaly,FRA,MT,20,1,8.0,0,0,0,0,0,0,0,0.0,0.0,0.85,0.0,0
Marcin Bułka,POL,GB,24,34,313.0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.01,0
Hicham Boudaoui,ALG,MT,24,29,313.0,2,3,0,9,0,54,124,0.07,0.11,0.1,0.11,1
Moïse Bombito,CAN,DF,24,27,313.0,0,0,0,3,1,27,97,0.0,0.0,0.03,0.01,0
Youssouf Ndayishimiye,BDI,DF,25,23,313.0,3,0,0,5,0,17,86,0.14,0.0,0.04,0.01,1
Dante,BRA,DF,40,25,313.0,0,0,0,5,1,18,96,0.0,0.0,0.02,0.01,0
Pablo Rosario,DOM,"MT,DF",27,29,313.0,3,1,1,6,1,17,89,0.15,0.05,0.19,0.03,1
Gaëtan Laborde,FRA,AT,30,28,313.0,11,4,4,1,0,30,40,0.54,0.2,0.58,0.17,1
Tanguy Ndombele,FRA,MT,27,18,313.0,1,2,0,2,0,22,61,0.08,0.16,0.19,0.19,1
Jeremie Boga,CIV,"MT,AT",27,21,313.0,1,2,0,0,0,64,39,0.09,0.17,0.2,0.24,1
Badredine Bouanani,ALG,"MT,AT",19,26,313.0,3,3,1,2,0,47,44,0.25,0.25,0.22,0.19,1
Baptiste Santamaria,FRA,MT,29,13,927.0,0,0,0,1,0,10,45,0.0,0.0,0.09,0.09,0
Mohamed Abdelmoneim,EGY,DF,25,12,855.0,0,0,0,2,0,6,52,0.0,0.0,0.0,0.0,0
Sofiane Diop,FRA,"MT,AT",24,28,313.0,6,4,0,3,0,26,64,0.51,0.34,0.51,0.24,1
Antoine Mendy,SEN,DF,20,18,825.0,0,0,0,2,0,12,35,0.0,0.0,0.06,0.01,0
Morgan Sanson,FRA,MT,29,6,235.0,3,0,0,0,0,5,13,1.15,0.0,0.58,0.02,1
Yael Nandjou,FRA,DF,19,3,154.0,0,0,0,0,0,2,3,0.0,0.0,0.13,0.44,0
Bilal Brahimi,ALG,MT,24,2,76.0,0,0,0,0,0,3,4,0.0,0.0,0.05,0.01,0
Terem Moffi,NGA,AT,25,5,58.0,1,0,0,0,0,1,1,1.55,0.0,3.53,0.0,1
Amidou Doumbouya,FRA,DF,16,2,46.0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0
Victor Orakpo,NGA,AT,18,4,36.0,0,0,0,0,0,2,1,0.0,0.0,0.81,0.0,0
Jordan Lotomba,SUI,"MT,DF",25,2,35.0,0,0,0,0,0,4,3,0.0,0.0,0.0,0.0,0
Issiaga Camara,GUI,MT,19,4,20.0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0
Rareş Ilie,ROU,MT,21,2,13.0,0,0,0,0,0,2,3,0.0,0.0,0.25,2.47,0
Bernard Nguene,CMR,AT,17,1,13.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Lucas Chevalier,FRA,GB,22,34,313.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.03,0
Bafodé Diakité,FRA,DF,23,31,313.0,4,1,0,8,1,15,90,0.13,0.03,0.08,0.01,1
Alexsandro Ribeiro,BRA,DF,24,30,313.0,1,1,0,10,0,25,178,0.03,0.03,0.05,0.01,1
Benjamin André,FRA,MT,33,30,313.0,0,3,0,12,0,29,209,0.0,0.1,0.05,0.06,0
Jonathan David,CAN,AT,24,32,313.0,16,5,6,4,0,40,65,0.56,0.18,0.57,0.16,1
Thomas Meunier,BEL,DF,32,30,313.0,2,0,0,5,0,64,136,0.09,0.0,0.09,0.03,1
Hákon Arnar Haraldsson,ISL,"MT,AT",21,25,313.0,5,3,0,3,0,52,102,0.26,0.15,0.19,0.14,1
Gabriel Gudmundsson,SWE,DF,25,30,313.0,2,0,0,3,0,71,91,0.1,0.0,0.04,0.07,1
Aïssa Mandi,ALG,DF,32,24,313.0,0,0,0,3,0,12,82,0.0,0.0,0.02,0.02,0
André Gomes,POR,MT,31,20,313.0,0,0,0,3,0,18,101,0.0,0.0,0.04,0.05,0
Ngal'Ayel Mukau,COD,MT,19,22,313.0,0,1,0,4,0,19,57,0.0,0.08,0.06,0.05,0
Ayyoub Bouaddi,FRA,MT,16,24,313.0,0,1,0,2,0,11,37,0.0,0.08,0.01,0.08,0
Ismaily,BRA,DF,34,16,904.0,0,1,0,4,0,15,54,0.0,0.1,0.07,0.1,0
Angel Gomes,ENG,MT,23,14,736.0,1,1,0,1,0,15,49,0.12,0.12,0.21,0.26,1
Chuba Akpom,ENG,AT,28,14,639.0,3,1,1,0,0,6,7,0.42,0.14,0.7,0.08,1
Tiago Santos,POR,DF,22,7,404.0,0,0,0,1,0,24,17,0.0,0.0,0.09,0.13,0
Mohamed Lamine Bayo,GUI,AT,26,12,309.0,2,1,0,1,0,4,4,0.58,0.29,0.65,0.15,1
Nabil Bentaleb,ALG,MT,29,10,329.0,1,0,0,0,0,2,23,0.27,0.0,0.2,0.01,1
Ethan Mbappé,FRA,"MT,AT",17,10,222.0,0,0,0,3,0,6,8,0.0,0.0,0.44,0.6,0
Younes Lachaab,FRA,"MT,AT",19,2,9.0,0,0,0,0,0,1,0,0.0,0.0,0.95,0.0,0
Ousmane Toure,FRA,DF,19,1,6.0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0
Aaron Malouda,FRA,AT,18,1,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Lucas Perri,BRA,GB,26,33,313.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0
Moussa Niakhate,SEN,DF,28,31,313.0,0,0,0,2,0,34,111,0.0,0.0,0.0,0.03,0
Clinton Mata,ANG,DF,31,29,313.0,0,4,0,6,0,20,88,0.0,0.15,0.01,0.05,0
Corentin Tolisso,FRA,MT,29,32,313.0,7,4,0,4,0,31,166,0.27,0.15,0.21,0.19,1
Nemanja Matić,SRB,MT,35,29,313.0,0,1,0,1,0,35,150,0.0,0.04,0.0,0.06,0
Alexandre Lacazette,FRA,AT,33,30,313.0,15,2,5,5,0,24,66,0.66,0.09,0.71,0.15,1
Nicolás Tagliafico,ARG,DF,31,24,313.0,3,1,0,7,0,31,97,0.14,0.05,0.14,0.04,1
Ainsley Maitland-Niles,ENG,DF,26,32,313.0,1,4,0,1,0,33,102,0.05,0.18,0.13,0.16,1
Jordan Veretout,FRA,MT,31,27,313.0,2,0,0,3,0,35,99,0.12,0.0,0.11,0.04,1
Duje Ćaleta-Car,CRO,DF,27,19,313.0,1,0,0,8,0,4,46,0.06,0.0,0.12,0.01,1
Malick Fofana,BEL,AT,19,29,313.0,5,4,0,2,0,112,45,0.28,0.23,0.22,0.21,1
Georges Mikautadze,GEO,AT,23,34,313.0,11,6,3,2,0,37,54,0.68,0.37,0.64,0.27,1
Tanner Tessmann,USA,MT,22,25,313.0,1,0,0,3,0,11,56,0.07,0.0,0.07,0.05,1
Abner,BRA,DF,24,19,313.0,1,1,0,1,0,31,66,0.08,0.08,0.05,0.09,1
Sael Kumbedi,FRA,DF,19,14,951.0,0,0,0,2,0,23,37,0.0,0.0,0.03,0.03,0
Thiago Almada,ARG,"MT,AT",23,16,951.0,1,4,0,3,0,38,97,0.09,0.38,0.19,0.25,1
Maxence Caqueret,FRA,MT,24,9,573.0,0,0,0,1,0,14,50,0.0,0.0,0.1,0.07,0
Rémy Descamps,FRA,GB,28,1,90.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Wilfried Zaha,CIV,AT,31,4,73.0,0,0,0,0,0,1,1,0.0,0.0,0.07,0.0,0
Orel Mangala,BEL,MT,26,1,67.0,0,0,0,0,0,1,7,0.0,0.0,0.07,0.03,0
Mama Samba Baldé,GNB,AT,28,2,33.0,0,0,0,0,0,1,1,0.0,0.0,0.31,0.0,0
Alejandro Rodriguez,POR,MT,16,1,20.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Paul Akouokou,CIV,MT,26,2,19.0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0
Mahamadou Diawara,FRA,MT,19,2,16.0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0
Warmed Omari,COM,DF,24,1,8.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Téo Barisic,FRA,DF,19,1,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Adryelson,BRA,DF,26,1,1.0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0
Andrey Santos,BRA,MT,20,32,313.0,10,3,0,8,0,29,149,0.32,0.09,0.16,0.1,1
Đorđe Petrović,SRB,GB,24,31,313.0,0,0,0,2,0,1,1,0.0,0.0,0.0,0.0,0
Guela Doué,CIV,DF,21,32,313.0,1,2,0,7,0,51,173,0.03,0.07,0.03,0.02,1
Dilane Bakwa,FRA,"MT,DF",21,30,313.0,6,8,0,4,0,107,129,0.22,0.29,0.17,0.24,1
Mamadou Sarr,FRA,DF,18,27,313.0,0,1,0,4,0,7,52,0.0,0.04,0.03,0.01,0
Habib Diarra,SEN,"MT,AT",20,30,313.0,4,5,2,6,0,61,116,0.15,0.19,0.13,0.17,1
Emanuel Emegha,NED,AT,21,27,313.0,14,3,0,5,0,37,14,0.55,0.12,0.67,0.1,1
Sebastian Nanasi,SWE,"MT,AT",22,31,313.0,6,4,0,1,0,53,126,0.26,0.17,0.28,0.21,1
Félix Lemaréchal,FRA,"MT,AT",20,27,313.0,4,3,0,2,0,35,58,0.2,0.15,0.18,0.15,1
Valentín Barco,ARG,"MT,DF",20,14,313.0,0,2,0,2,0,20,64,0.0,0.16,0.04,0.11,0
Saidou Sow,GUI,DF,22,12,313.0,0,1,0,2,0,0,16,0.0,0.09,0.03,0.01,0
Abakar Sylla,CIV,DF,21,21,950.0,1,0,0,2,1,0,21,0.09,0.0,0.04,0.01,1
Andrew Omobamidele,IRL,DF,22,10,539.0,0,0,0,5,1,0,9,0.0,0.0,0.0,0.0,0
Karl-Johan Johnsson,SWE,GB,34,3,270.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Junior Mwanga,FRA,MT,21,8,296.0,0,0,0,0,0,2,10,0.0,0.0,0.0,0.01,0
Marvin Senaya,TOG,DF,23,10,227.0,0,0,0,3,0,1,5,0.0,0.0,0.01,0.05,0
